step,kind,replaced term,action,domain,sector,traded effect,meant as,products,workplaces,services,ecology clause,climate clause,contract validity,contract conditions,truth stack score 0 to 4,truth stack priority 0 to 1,base five truth stack,truth stack decimal,compact truth stack,dimension meaning,from region,from commune,to region,to commune,activated effect,causal link,direction vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle direction
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.442129,0.860532,433424334343,232261848,C=3.52 | T=3.27 | I=3.39 | E=3.79 | P=2.31 | F=3.88 | S=3.13 | M=3.49 | D=3.70 | V=3.33 | N=4.00 | R=3.24,"strong: Phenomena 4.00, Effects 3.88, Existence 3.79; weak or to be checked: Angle direction 3.24, Substance 3.13, Potencies 2.31",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,41284888.2009,water:AquaNortCommune900→AquaNortCommune900,angle=3.237; difference=3.705; determination=3.326; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution offer,selling and labour supply,activate causal effect,knowledge,knowledge reproduction,"Knowledge effect: research, open plans, diagnosis, simulation, learning curves",increase of potencies and reduction of truth error,"open plans, measurement data, models, teaching material, build guides, diagnostic protocols",researchers; data stewards; simulation workers; librarians; technology transfer workers; local learning workshops,"analysis, advice, development, documentation, knowledge transfer, error review",knowledge must reveal substance consequences and must not hide externalisation,"climate models, adaptation knowledge, and technology assessment are core content",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: knowledge must reveal substance consequences and must not hide externalisation climate clause: climate models, adaptation knowledge, and technology assessment are core content",1.776439,0.44411,311133330113,158886283,C=2.76 | T=1.09 | I=0.54 | E=0.82 | P=2.54 | F=3.28 | S=3.13 | M=3.49 | D=0.00 | V=1.29 | N=0.80 | R=3.20,"strong: Matter 3.49, Effects 3.28, Angle direction 3.20; weak or to be checked: Phenomena 0.80, Intensity 0.54, Difference 0.00",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,21646174.13281,knowledge:AquaNortCommune900→AquaNortCommune900,angle=3.195; difference=0.000; determination=1.288; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.76,1.093232,0.544,0.816,2.544046,3.28,3.132871,3.491119,0.0,1.287954,0.795182,3.195136
120,contribution offer,selling and labour supply,activate causal effect,resilience,risk protection,"Resilience effect: redundancy, emergency ability, crisis protection, replacement paths","protection against shocks, climate events, supply failures, and social breaks","emergency stores, radio nets, mobile water filters, reserve power, shelters, evacuation plans",disaster protection; medical aid; grid redundancy; risk analysis; community drills; emergency logistics,"crisis planning, drills, emergency supply, redundancy building, risk monitoring, recovery coordination",resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure,"heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure climate clause: heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",1.823742,0.455936,311124330113,158823783,C=2.52 | T=1.32 | I=0.66 | E=0.98 | P=2.40 | F=3.52 | S=3.13 | M=3.49 | D=0.00 | V=1.29 | N=0.80 | R=3.21,"strong: Effects 3.52, Matter 3.49, Angle direction 3.21; weak or to be checked: Phenomena 0.80, Intensity 0.66, Difference 0.00",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,22559389.10712,resilience:AquaNortCommune900→AquaNortCommune900,angle=3.206; difference=0.000; determination=1.288; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.52,1.317232,0.656,0.984,2.402289,3.52,3.132871,3.491119,0.0,1.287954,0.795182,3.205799
120,contribution offer,selling and labour supply,activate causal effect,repair,circular industry,"Repair effect: lifetime, reuse, spare part recovery, capacity preservation",resolution of material difference instead of new buying and throwing away,"spare parts, restored devices, repaired clothing, building parts, tool sets, recovered material","repair workshops; circular designers; sorters; maintainers; electronic, textile, and building repairers","repair, maintenance, diagnosis, refurbishment, material recovery, lifetime extension","reduces waste, raw material pressure, and toxins; toxin safety remains a condition",lowers embodied emissions and material throughput; energy heavy repair must be ecologically worthwhile,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: reduces waste, raw material pressure, and toxins; toxin safety remains a condition climate clause: lowers embodied emissions and material throughput; energy heavy repair must be ecologically worthwhile",1.721524,0.430381,310123330113,156855033,C=3.28 | T=0.93 | I=0.46 | E=0.70 | P=2.22 | F=2.88 | S=3.13 | M=3.49 | D=0.00 | V=1.29 | N=0.80 | R=3.30,"strong: Matter 3.49, Angle direction 3.30, Causality 3.28; weak or to be checked: Existence 0.70, Intensity 0.46, Difference 0.00",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,22178233.524953,repair:AquaNortCommune900→AquaNortCommune900,angle=3.297; difference=0.000; determination=1.288; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.28,0.933232,0.464,0.696,2.220561,2.88,3.132871,3.491119,0.0,1.287954,0.795182,3.297061
120,contribution offer,selling and labour supply,activate causal effect,ecology,planetary regeneration,"Regeneration effect: soil, biodiversity, water balance, cooling, habitat","planetary life basis as active economic work, not a free background","restoration land, seed, wetlands, agroforestry, urban green, soil protection material",ecologists; restoration crews; forest and agroforestry keepers; waterway carers; biodiversity monitors,"soil building, rewetting, afforestation, species monitoring, waterway restoration, cooling area planning",this is direct ecological basic function; exploitation must not be booked as regeneration,"binding, cooling, water retention, and adaptation raise angle direction and effect",valid,"Causality medium: the contract contains audit and correction duty. Effects high: positive system consequence is recognized as social benefit. Angle direction regenerative: action fits the planetary direction. ecology clause: this is direct ecological basic function; exploitation must not be booked as regeneration climate clause: binding, cooling, water retention, and adaptation raise angle direction and effect",2.361398,0.59035,321234331223,169058313,C=2.76 | T=1.94 | I=1.46 | E=1.82 | P=2.88 | F=3.84 | S=3.13 | M=3.49 | D=1.03 | V=1.85 | N=1.81 | R=3.30,"strong: Effects 3.84, Matter 3.49, Angle direction 3.30; weak or to be checked: Phenomena 1.81, Intensity 1.46, Difference 1.03",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,30311590.493903,ecology:AquaNortCommune900→AquaNortCommune900,angle=3.297; difference=1.029; determination=1.854; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",2.76,1.940115,1.45604,1.82404,2.87549,3.84,3.132871,3.491119,1.028628,1.8537,1.813524,3.297061
120,contribution offer,selling and labour supply,activate causal effect,waste,material difference resolution,"Waste difference resolution: sorting, toxin securing, return, composting",waste is not a side product but a visible unresolved material difference,"secondary materials, compost, sorted metals, plastics, safe landfill units, repair material",sorters; recyclers; toxin testers; composters; circular logisticians; material auditors,"collection, separation, decontamination, recovery, reuse, safe final storage","toxins must stay out of soil, water, and bodies; cycle before landfill","methane, burning, transport, and avoided new production set climate effect",experimental,"Causality high: the effect chain is plausible and may be prioritized. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Angle direction regenerative: action fits the planetary direction. ecology clause: toxins must stay out of soil, water, and bodies; cycle before landfill climate clause: methane, burning, transport, and avoided new production set climate effect",2.125387,0.531347,321123331223,168573938,C=3.36 | T=1.51 | I=1.16 | E=1.44 | P=2.22 | F=3.04 | S=3.13 | M=3.49 | D=0.85 | V=1.76 | N=1.64 | R=3.30,"strong: Matter 3.49, Causality 3.36, Angle direction 3.30; weak or to be checked: Existence 1.44, Intensity 1.16, Difference 0.85",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,26707893.961763,waste:AquaNortCommune900→AquaNortCommune900,angle=3.297; difference=0.851; determination=1.756; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.36,1.508177,1.155692,1.435692,2.220561,3.04,3.132871,3.491119,0.850988,1.755998,1.63766,3.297061
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.431221,0.857805,433424344343,232262473,C=3.52 | T=3.25 | I=3.36 | E=3.76 | P=2.31 | F=3.88 | S=3.14 | M=3.51 | D=3.65 | V=3.36 | N=4.00 | R=3.25,"strong: Phenomena 4.00, Effects 3.88, Existence 3.76; weak or to be checked: Time 3.25, Substance 3.14, Potencies 2.31",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,85945487.732474,water:AquaNortCommune883→AquaNortCommune883,angle=3.252; difference=3.652; determination=3.358; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.248821,3.356693,3.756693,2.306473,3.88,3.144075,3.505362,3.652419,3.357516,4.0,3.251685
120,contribution offer,selling and labour supply,activate causal effect,food,primary reproduction,"Food effect: calories, nutrients, soil fertility, seed, harvest time","bodily reproduction, health, local food security, and culturally fitting supply","grain, vegetables, pulses, fruit, seed, cooling crates, storage crates, kitchen equipment",farmers; seed keepers; food processors; common kitchens; agroecology crews,"growing plans, harvest, processing, storage, distribution, common meals, nutrition guidance","soil building, water use, biodiversity, and toxic load are binding conditions","methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: soil building, water use, biodiversity, and toxic load are binding conditions climate clause: methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",3.420761,0.85519,333424344343,183434348,C=3.28 | T=3.20 | I=3.36 | E=3.74 | P=2.50 | F=3.76 | S=3.14 | M=3.51 | D=3.72 | V=3.40 | N=4.00 | R=3.25,"strong: Phenomena 4.00, Effects 3.76, Existence 3.74; weak or to be checked: Time 3.20, Substance 3.14, Potencies 2.50",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,89395656.214093,food:AquaNortCommune883→AquaNortCommune883,angle=3.252; difference=3.721; determination=3.395; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.28,3.199612,3.364591,3.744591,2.496719,3.76,3.144075,3.505362,3.720845,3.395151,4.0,3.251685
120,contribution offer,selling and labour supply,activate causal effect,energy,energy infrastructure,"Energy effect: light, heat, drive, grid stability, stored charge","condition for supply, communication, production, care, mobility, and disaster protection","electricity, heat, solar panels, wind parts, batteries, heat pumps, wires, control devices",electricians; grid planners; storage maintainers; solar and wind installers; energy cooperatives; load managers,"generation, distribution, load shifting, repair, insulation guidance, emergency power priority","mining, land use, dismantling, and recycling belong inside the contract","fossil share, efficiency, renewability, and emission effect set permission and priority",valid,"Causality high: the effect chain is plausible and may be prioritized. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: mining, land use, dismantling, and recycling belong inside the contract climate clause: fossil share, efficiency, renewability, and emission effect set permission and priority",3.298764,0.824691,333423344343,183418723,C=3.12 | T=2.96 | I=3.28 | E=3.59 | P=2.29 | F=3.20 | S=3.14 | M=3.51 | D=3.80 | V=3.44 | N=4.00 | R=3.21,"strong: Phenomena 4.00, Difference 3.80, Existence 3.59; weak or to be checked: Causality 3.12, Time 2.96, Potencies 2.29",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,83936389.699195,energy:AquaNortCommune883→AquaNortCommune883,angle=3.208; difference=3.798; determination=3.438; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.12,2.962465,3.282806,3.594806,2.287961,3.2,3.144075,3.505362,3.798294,3.437748,4.0,3.208
120,contribution offer,selling and labour supply,activate causal effect,shelter,social infrastructure,"Shelter effect: protection, room, warmth, safety, nearness to supply",stable basis of existence instead of rent or ownership as exclusion,"housing space, insulation, repair parts, sanitation, modular parts, common rooms",builders; renovators; architects; vacancy mappers; building technicians; housing mediators,"allocation by need, maintenance, conversion, accessibility, energy renovation, neighbourhood care","conversion before new building; land sealing, material cycling, and local greenery are clauses","heating energy, insulation, heat protection, and embodied emissions set the angle direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: conversion before new building; land sealing, material cycling, and local greenery are clauses climate clause: heating energy, insulation, heat protection, and embodied emissions set the angle direction",1.889301,0.472325,311134340113,158902533,C=2.92 | T=1.38 | I=0.69 | E=1.03 | P=2.72 | F=3.52 | S=3.14 | M=3.51 | D=0.00 | V=1.35 | N=0.82 | R=3.12,"strong: Effects 3.52, Matter 3.51, Substance 3.14; weak or to be checked: Phenomena 0.82, Intensity 0.69, Difference 0.00",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,49648873.283984,shelter:AquaNortCommune883→AquaNortCommune883,angle=3.120; difference=0.000; determination=1.349; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.92,1.381232,0.688,1.032,2.720377,3.52,3.144075,3.505362,0.0,1.348686,0.819474,3.12
120,contribution offer,selling and labour supply,activate causal effect,health,care reproduction,"Healing effect: diagnosis, treatment, prevention, medicine, nursing time",bodily and mental stabilisation by urgency instead of ability to pay,"medicine, dressings, diagnostic devices, beds, rehabilitation aids, hygiene equipment",doctors; nurses; laboratories; rescue teams; therapists; prevention workers; medical technicians,"diagnosis, treatment, emergency care, prevention, therapy, rehabilitation, health education","medical waste, water and energy demand, and toxic paths must be closed","heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: medical waste, water and energy demand, and toxic paths must be closed climate clause: heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",1.900192,0.475048,311124340113,158824408,C=3.04 | T=1.45 | I=0.72 | E=1.08 | P=2.23 | F=3.64 | S=3.14 | M=3.51 | D=0.00 | V=1.35 | N=0.82 | R=3.25,"strong: Effects 3.64, Matter 3.51, Angle direction 3.25; weak or to be checked: Phenomena 0.82, Intensity 0.72, Difference 0.00",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,51014162.867109,health:AquaNortCommune883→AquaNortCommune883,angle=3.252; difference=0.000; determination=1.349; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.04,1.445232,0.72,1.08,2.232704,3.64,3.144075,3.505362,0.0,1.348686,0.819474,3.251685
120,contribution offer,selling and labour supply,activate causal effect,care,care reproduction,"Care effect: nursing, accompaniment, protection, time, relation, relief","maintenance of dignity, daily life, dependence safety, and social bond","care aids, wheelchairs, beds, hygiene goods, assistance devices, accessible equipment",care workers; assistants; social workers; family relief crews; dementia companions; neighbourhood teams,"basic care, accompaniment, child care, elder care, disability assistance, relief services",short routes and low material care are preferred; waste and hygiene must be safe,heat and crisis preparation for vulnerable people belong to care contracts,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: short routes and low material care are preferred; waste and hygiene must be safe climate clause: heat and crisis preparation for vulnerable people belong to care contracts",1.82231,0.455577,311123340113,158808783,C=3.24 | T=1.22 | I=0.61 | E=0.91 | P=2.27 | F=3.20 | S=3.14 | M=3.51 | D=0.00 | V=1.35 | N=0.82 | R=3.25,"strong: Matter 3.51, Angle direction 3.25, Causality 3.24; weak or to be checked: Phenomena 0.82, Intensity 0.61, Difference 0.00",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,48441557.691929,care:AquaNortCommune883→AquaNortCommune883,angle=3.252; difference=0.000; determination=1.349; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.24,1.221232,0.608,0.912,2.274361,3.2,3.144075,3.505362,0.0,1.348686,0.819474,3.251685
120,contribution offer,selling and labour supply,activate causal effect,education,knowledge reproduction,"Education effect: ability, judgment, knowledge, self direction, future potential",development of potencies instead of training only for market usefulness,"learning rooms, books, devices, workshops, open curricula, learning material, digital access",teachers; mentors; workshop leaders; education coordinators; language and inclusion workers,"lessons, adult learning, retraining, civic education, open laboratories","ecological knowledge, repair ability, and substance cycles are teaching content","climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: ecological knowledge, repair ability, and substance cycles are teaching content climate clause: climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",1.670777,0.417694,310123340113,156855658,C=2.80 | T=1.00 | I=0.50 | E=0.74 | P=2.31 | F=3.00 | S=3.14 | M=3.51 | D=0.00 | V=1.35 | N=0.82 | R=2.59,"strong: Matter 3.51, Substance 3.14, Effects 3.00; weak or to be checked: Existence 0.74, Intensity 0.50, Difference 0.00",Aqua North Basin,AquaNortCommune883,Aqua North Basin,AquaNortCommune883,44135201.003894,education:AquaNortCommune883→AquaNortCommune883,angle=2.591; difference=0.000; determination=1.349; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.8,0.997232,0.496,0.744,2.307636,3.0,3.144075,3.505362,0.0,1.348686,0.819474,2.59147
